"team_selection1","team_position","team_name","team_points","team_played","team_win","team_draw","team_loss","team_goals_for","team_goals_against"
"1981–82 Bundesliga","15","Fortuna Düsseldorf","25","34","6","13","15","48","73"
"1981–82 Bundesliga","16","Bayer Leverkusen","25","34","9","7","18","45","72"
"1981–82 Bundesliga","17","Darmstadt 98","21","34","5","11","18","46","82"
"1981–82 Bundesliga","18","MSV Duisburg","19","34","8","3","23","40","77"
"1982–83 Bundesliga","1","Hamburger SV","52","34","20","12","2","79","33"
"1982–83 Bundesliga","2","Werder Bremen","52","34","23","6","5","76","38"
"1982–83 Bundesliga","3","VfB Stuttgart","48","34","20","8","6","80","47"
"1982–83 Bundesliga","4","Bayern Munich","44","34","17","10","7","74","33"
"1982–83 Bundesliga","5","1. FC Köln","43","34","17","9","8","69","42"
"1982–83 Bundesliga","6","1. FC Kaiserslautern","41","34","14","13","7","57","44"
"1982–83 Bundesliga","7","Borussia Dortmund","39","34","16","7","11","78","62"
"1982–83 Bundesliga","8","Arminia Bielefeld","31","34","12","7","15","46","71"
"1982–83 Bundesliga","9","Fortuna Düsseldorf","30","34","11","8","15","63","75"
"1982–83 Bundesliga","10","Eintracht Frankfurt","29","34","12","5","17","48","57"
"1982–83 Bundesliga","11","Bayer Leverkusen","29","34","10","9","15","43","66"
"1982–83 Bundesliga","12","Borussia Mönchengladbach","28","34","12","4","18","64","63"
"1982–83 Bundesliga","13","VfL Bochum","28","34","8","12","14","43","49"
"1982–83 Bundesliga","14","1. FC Nürnberg","28","34","11","6","17","44","70"
"1982–83 Bundesliga","15","Eintracht Braunschweig","27","34","8","11","15","42","65"
"1982–83 Bundesliga","16","Schalke 04","22","34","8","6","20","48","68"
"1982–83 Bundesliga","17","Karlsruher SC","21","34","7","7","20","39","86"
"1982–83 Bundesliga","18","Hertha BSC","20","34","5","10","19","43","67"
"1983–84 Bundesliga","1","VfB Stuttgart","48","34","19","10","5","79","33"
"1983–84 Bundesliga","2","Hamburger SV","48","34","21","6","7","75","36"
"1983–84 Bundesliga","3","Borussia Mönchengladbach","48","34","21","6","7","81","48"
"1983–84 Bundesliga","4","Bayern Munich","47","34","20","7","7","84","41"
"1983–84 Bundesliga","5","Werder Bremen","45","34","19","7","8","79","46"
"1983–84 Bundesliga","6","1. FC Köln","38","34","16","6","12","70","57"
"1983–84 Bundesliga","7","Bayer Leverkusen","34","34","13","8","13","50","50"
"1983–84 Bundesliga","8","Arminia Bielefeld","33","34","12","9","13","40","49"
"1983–84 Bundesliga","9","Eintracht Braunschweig","32","34","13","6","15","54","69"
"1983–84 Bundesliga","10","Bayer 05 Uerdingen","31","34","12","7","15","66","79"
"1983–84 Bundesliga","11","Waldhof Mannheim","31","34","10","11","13","45","58"
"1983–84 Bundesliga","12","1. FC Kaiserslautern","30","34","12","6","16","68","69"
"1983–84 Bundesliga","13","Borussia Dortmund","30","34","11","8","15","54","65"
"1983–84 Bundesliga","14","Fortuna Düsseldorf","29","34","11","7","16","63","75"
"1983–84 Bundesliga","15","VfL Bochum","28","34","10","8","16","58","70"
"1983–84 Bundesliga","16","Eintracht Frankfurt","27","34","7","13","14","45","61"
"1983–84 Bundesliga","17","Kickers Offenbach","19","34","7","5","22","48","106"
"1983–84 Bundesliga","18","1. FC Nürnberg","14","34","6","2","26","38","85"
"1984–85 Bundesliga","1","Bayern Munich","50","34","21","8","5","79","38"
"1984–85 Bundesliga","2","Werder Bremen","46","34","18","10","6","87","51"
"1984–85 Bundesliga","3","1. FC Köln","40","34","18","4","12","69","66"
"1984–85 Bundesliga","4","Borussia Mönchengladbach","39","34","15","9","10","77","53"
"1984–85 Bundesliga","5","Hamburger SV","37","34","14","9","11","58","49"
"1984–85 Bundesliga","6","Waldhof Mannheim","37","34","13","11","10","47","50"
"1984–85 Bundesliga","7","Bayer 05 Uerdingen","36","34","14","8","12","57","52"
"1984–85 Bundesliga","8","Schalke 04","34","34","13","8","13","63","62"
"1984–85 Bundesliga","9","VfL Bochum","34","34","12","10","12","52","54"
"1984–85 Bundesliga","10","VfB Stuttgart","33","34","14","5","15","79","59"
"1984–85 Bundesliga","11","1. FC Kaiserslautern","33","34","11","11","12","56","60"
"1984–85 Bundesliga","12","Eintracht Frankfurt","32","34","10","12","12","62","67"
"1984–85 Bundesliga","13","Bayer Leverkusen","31","34","9","13","12","52","54"
"1984–85 Bundesliga","14","Borussia Dortmund","30","34","13","4","17","51","65"
"1984–85 Bundesliga","15","Fortuna Düsseldorf","29","34","10","9","15","53","66"
"1984–85 Bundesliga","16","Arminia Bielefeld","29","34","8","13","13","46","61"
"1984–85 Bundesliga","17","Karlsruher SC","22","34","5","12","17","47","88"
"1984–85 Bundesliga","18","Eintracht Braunschweig","20","34","9","2","23","39","79"
"1985–86 Bundesliga","1","Bayern Munich","49","34","21","7","6","82","31"
"1985–86 Bundesliga","2","Werder Bremen","49","34","20","9","5","83","41"
"1985–86 Bundesliga","3","Bayer 05 Uerdingen","45","34","19","7","8","63","60"
"1985–86 Bundesliga","4","Borussia Mönchengladbach","42","34","15","12","7","65","51"
"1985–86 Bundesliga","5","VfB Stuttgart","41","34","17","7","10","69","45"
"1985–86 Bundesliga","6","Bayer Leverkusen","40","34","15","10","9","63","51"
"1985–86 Bundesliga","7","Hamburger SV","39","34","17","5","12","52","35"
"1985–86 Bundesliga","8","Waldhof Mannheim","33","34","11","11","12","41","44"
"1985–86 Bundesliga","9","VfL Bochum","32","34","14","4","16","55","57"
"1985–86 Bundesliga","10","Schalke 04","30","34","11","8","15","53","58"
"1985–86 Bundesliga","11","1. FC Kaiserslautern","30","34","10","10","14","49","54"
"1985–86 Bundesliga","12","1. FC Nürnberg","29","34","12","5","17","51","54"
"1985–86 Bundesliga","13","1. FC Köln","29","34","9","11","14","46","59"
"1985–86 Bundesliga","14","Fortuna Düsseldorf","29","34","11","7","16","54","78"
"1985–86 Bundesliga","15","Eintracht Frankfurt","28","34","7","14","13","35","49"
"1985–86 Bundesliga","16","Borussia Dortmund","28","34","10","8","16","49","65"
"1985–86 Bundesliga","17","1. FC Saarbrücken","21","34","6","9","19","39","68"
"1985–86 Bundesliga","18","Hannover 96","18","34","5","8","21","43","92"
"1986–87 Bundesliga","1","Bayern Munich","53","34","20","13","1","67","31"
"1986–87 Bundesliga","2","Hamburger SV","47","34","19","9","6","69","37"
"1986–87 Bundesliga","3","Borussia Mönchengladbach","43","34","18","7","9","74","44"
"1986–87 Bundesliga","4","Borussia Dortmund","40","34","15","10","9","70","50"
"1986–87 Bundesliga","5","Werder Bremen","40","34","17","6","11","65","54"
"1986–87 Bundesliga","6","Bayer Leverkusen","39","34","16","7","11","56","38"
"1986–87 Bundesliga","7","1. FC Kaiserslautern","37","34","15","7","12","64","51"
"1986–87 Bundesliga","8","Bayer 05 Uerdingen","35","34","12","11","11","51","49"
"1986–87 Bundesliga","9","1. FC Nürnberg","35","34","12","11","11","62","62"
"1986–87 Bundesliga","10","1. FC Köln","35","34","13","9","12","50","53"
"1986–87 Bundesliga","11","VfL Bochum","32","34","9","14","11","52","44"
"1986–87 Bundesliga","12","VfB Stuttgart","32","34","13","6","15","55","49"
"1986–87 Bundesliga","13","Schalke 04","32","34","12","8","14","50","58"
"1986–87 Bundesliga","14","Waldhof Mannheim","28","34","10","8","16","52","71"
"1986–87 Bundesliga","15","Eintracht Frankfurt","25","34","8","9","17","42","53"
"1986–87 Bundesliga","16","FC Homburg","21","34","6","9","19","33","79"
"1986–87 Bundesliga","17","Fortuna Düsseldorf","20","34","7","6","21","42","91"
"1986–87 Bundesliga","18","Blau-Weiß 90 Berlin","18","34","3","12","19","36","76"
"1987–88 Bundesliga","1","Werder Bremen","52","34","22","8","4","61","22"
"1987–88 Bundesliga","2","Bayern Munich","48","34","22","4","8","83","45"
"1987–88 Bundesliga","3","1. FC Köln","48","34","18","12","4","57","28"
"1987–88 Bundesliga","4","VfB Stuttgart","40","34","16","8","10","69","49"
"1987–88 Bundesliga","5","1. FC Nürnberg","37","34","13","11","10","44","40"
"1987–88 Bundesliga","6","Hamburger SV","37","34","13","11","10","63","68"
"1987–88 Bundesliga","7","Borussia Mönchengladbach","33","34","14","5","15","55","53"
"1987–88 Bundesliga","8","Bayer Leverkusen","32","34","10","12","12","53","60"
"1987–88 Bundesliga","9","Eintracht Frankfurt","31","34","10","11","13","51","50"
"1987–88 Bundesliga","10","Hannover 96","31","34","12","7","15","59","60"
"1987–88 Bundesliga","11","Bayer 05 Uerdingen","31","34","11","9","14","59","61"
"1987–88 Bundesliga","12","VfL Bochum","30","34","10","10","14","47","51"
"1987–88 Bundesliga","13","Borussia Dortmund","29","34","9","11","14","51","54"
"1987–88 Bundesliga","14","1. FC Kaiserslautern","29","34","11","7","16","53","62"
"1987–88 Bundesliga","15","Karlsruher SC","29","34","9","11","14","37","55"
"1987–88 Bundesliga","16","Waldhof Mannheim","28","34","7","14","13","35","50"
"1987–88 Bundesliga","17","FC Homburg","24","34","7","10","17","37","70"
"1987–88 Bundesliga","18","Schalke 04","23","34","8","7","19","48","84"
"1988–89 Bundesliga","1","Bayern Munich","50","34","19","12","3","67","26"
"1988–89 Bundesliga","2","1. FC Köln","45","34","18","9","7","58","30"
"1988–89 Bundesliga","3","Werder Bremen","44","34","18","8","8","55","32"
"1988–89 Bundesliga","4","Hamburger SV","43","34","17","9","8","60","36"
"1988–89 Bundesliga","5","VfB Stuttgart","39","34","16","7","11","58","49"
"1988–89 Bundesliga","6","Borussia Mönchengladbach","38","34","12","14","8","44","43"
"1988–89 Bundesliga","7","Borussia Dortmund","37","34","12","13","9","56","40"
"1988–89 Bundesliga","8","Bayer Leverkusen","34","34","10","14","10","45","44"
"1988–89 Bundesliga","9","1. FC Kaiserslautern","33","34","10","13","11","47","44"
"1988–89 Bundesliga","10","FC St. Pauli","32","34","9","14","11","41","42"
"1988–89 Bundesliga","11","Karlsruher SC","32","34","12","8","14","48","51"
"1988–89 Bundesliga","12","Waldhof Mannheim","31","34","10","11","13","43","52"
"1988–89 Bundesliga","13","Bayer 05 Uerdingen","31","34","10","11","13","50","60"
"1988–89 Bundesliga","14","1. FC Nürnberg","26","34","8","10","16","36","54"
"1988–89 Bundesliga","15","VfL Bochum","26","34","9","8","17","37","57"
"1988–89 Bundesliga","16","Eintracht Frankfurt","26","34","8","10","16","30","53"
"1988–89 Bundesliga","17","Stuttgarter Kickers","26","34","10","6","18","41","68"
"1988–89 Bundesliga","18","Hannover 96","19","34","4","11","19","36","71"
"1989–90 Bundesliga","1","Bayern Munich","49","34","19","11","4","64","28"
"1989–90 Bundesliga","2","1. FC Köln","43","34","17","9","8","54","44"
"1989–90 Bundesliga","3","Eintracht Frankfurt","41","34","15","11","8","61","40"
"1989–90 Bundesliga","4","Borussia Dortmund","41","34","15","11","8","51","35"
"1989–90 Bundesliga","5","Bayer Leverkusen","39","34","12","15","7","40","32"
"1989–90 Bundesliga","6","VfB Stuttgart","36","34","15","6","13","53","47"
"1989–90 Bundesliga","7","Werder Bremen","34","34","10","14","10","49","41"
"1989–90 Bundesliga","8","1. FC Nürnberg","33","34","11","11","12","42","46"
"1989–90 Bundesliga","9","Fortuna Düsseldorf","32","34","10","12","12","41","41"
"1989–90 Bundesliga","10","Karlsruher SC","32","34","10","12","12","32","39"
"1989–90 Bundesliga","11","Hamburger SV","31","34","13","5","16","39","46"
"1989–90 Bundesliga","12","1. FC Kaiserslautern","31","34","10","11","13","42","55"
"1989–90 Bundesliga","13","FC St. Pauli","31","34","9","13","12","31","46"
"1989–90 Bundesliga","14","Bayer 05 Uerdingen","30","34","10","10","14","41","48"
"1989–90 Bundesliga","15","Borussia Mönchengladbach","30","34","11","8","15","37","45"
"1989–90 Bundesliga","16","VfL Bochum","29","34","11","7","16","44","53"
"1989–90 Bundesliga","17","Waldhof Mannheim","26","34","10","6","18","36","53"
"1989–90 Bundesliga","18","FC 08 Homburg","24","34","8","8","18","33","51"
"1990–91 Bundesliga","1","1. FC Kaiserslautern","48","34","19","10","5","72","45"
"1990–91 Bundesliga","2","Bayern Munich","45","34","18","9","7","74","41"
"1990–91 Bundesliga","3","Werder Bremen","42","34","14","14","6","46","29"
"1990–91 Bundesliga","4","Eintracht Frankfurt","40","34","15","10","9","63","40"
"1990–91 Bundesliga","5","Hamburger SV","40","34","16","8","10","60","38"
"1990–91 Bundesliga","6","VfB Stuttgart","38","34","14","10","10","57","44"
"1990–91 Bundesliga","7","1. FC Köln","37","34","13","11","10","50","43"
"1990–91 Bundesliga","8","Bayer Leverkusen","35","34","11","13","10","47","46"
"1990–91 Bundesliga","9","Borussia Mönchengladbach","35","34","9","17","8","49","54"
"1990–91 Bundesliga","10","Borussia Dortmund","34","34","10","14","10","46","57"
"1990–91 Bundesliga","11","SG Wattenscheid 09","33","34","9","15","10","42","51"
"1990–91 Bundesliga","12","Fortuna Düsseldorf","32","34","11","10","13","40","49"
"1990–91 Bundesliga","13","Karlsruher SC","31","34","8","15","11","46","52"
"1990–91 Bundesliga","14","VfL Bochum","29","34","9","11","14","50","52"
"1990–91 Bundesliga","15","1. FC Nürnberg","29","34","10","9","15","40","54"
"1990–91 Bundesliga","16","FC St. Pauli","27","34","6","15","13","33","53"
"1990–91 Bundesliga","17","Bayer 05 Uerdingen","23","34","5","13","16","34","54"
"1990–91 Bundesliga","18","Hertha BSC","14","34","3","8","23","37","84"
"1991–92 Bundesliga","1","VfB Stuttgart","52","38","21","10","7","62","32"
"1991–92 Bundesliga","2","Borussia Dortmund","52","38","20","12","6","66","47"
"1991–92 Bundesliga","3","Eintracht Frankfurt","50","38","18","14","6","76","41"
"1991–92 Bundesliga","4","1. FC Köln","44","38","13","18","7","58","41"
"1991–92 Bundesliga","5","1. FC Kaiserslautern","44","38","17","10","11","58","42"
"1991–92 Bundesliga","6","Bayer Leverkusen","43","38","15","13","10","53","39"
"1991–92 Bundesliga","7","1. FC Nürnberg","43","38","18","7","13","54","51"
"1991–92 Bundesliga","8","Karlsruher SC","41","38","16","9","13","48","50"
"1991–92 Bundesliga","9","Werder Bremen","38","38","11","16","11","44","45"
"1991–92 Bundesliga","10","Bayern Munich","36","38","13","10","15","59","61"
"1991–92 Bundesliga","11","Schalke 04","34","38","11","12","15","45","45"
"1991–92 Bundesliga","12","Hamburger SV","34","38","9","16","13","32","43"
"1991–92 Bundesliga","13","Borussia Mönchengladbach","34","38","10","14","14","37","49"
"1991–92 Bundesliga","14","Dynamo Dresden","34","38","12","10","16","34","50"
"1991–92 Bundesliga","15","VfL Bochum","33","38","10","13","15","38","55"
"1991–92 Bundesliga","16","SG Wattenscheid 09","32","38","9","14","15","50","60"
"1991–92 Bundesliga","17","Stuttgarter Kickers","31","38","10","11","17","53","64"
"1991–92 Bundesliga","18","Hansa Rostock","31","38","10","11","17","43","55"
"1991–92 Bundesliga","19","MSV Duisburg","30","38","7","16","15","43","55"
"1991–92 Bundesliga","20","Fortuna Düsseldorf","24","38","6","12","20","41","69"
"1992–93 Bundesliga","1","Werder Bremen","48","34","19","10","5","63","30"
"1992–93 Bundesliga","2","Bayern Munich","47","34","18","11","5","74","45"
"1992–93 Bundesliga","3","Eintracht Frankfurt","42","34","15","12","7","56","39"
"1992–93 Bundesliga","4","Borussia Dortmund","41","34","18","5","11","61","43"
"1992–93 Bundesliga","5","Bayer Leverkusen","40","34","14","12","8","64","45"
"1992–93 Bundesliga","6","Karlsruher SC","39","34","14","11","9","60","54"
"1992–93 Bundesliga","7","VfB Stuttgart","36","34","12","12","10","56","50"
"1992–93 Bundesliga","8","1. FC Kaiserslautern","35","34","13","9","12","50","40"
"1992–93 Bundesliga","9","Borussia Mönchengladbach","35","34","13","9","12","59","59"
"1992–93 Bundesliga","10","Schalke 04","34","34","11","12","11","42","43"
"1992–93 Bundesliga","11","Hamburger SV","31","34","8","15","11","42","44"
"1992–93 Bundesliga","12","1. FC Köln","28","34","12","4","18","41","51"
"1992–93 Bundesliga","13","1. FC Nürnberg","28","34","10","8","16","30","47"
"1992–93 Bundesliga","14","SG Wattenscheid 09","28","34","10","8","16","46","67"
"1992–93 Bundesliga","15","Dynamo Dresden","27","34","7","13","14","32","49"
"1992–93 Bundesliga","16","VfL Bochum","26","34","8","10","16","45","52"
"1992–93 Bundesliga","17","Bayer 05 Uerdingen","24","34","7","10","17","35","64"
"1992–93 Bundesliga","18","1. FC Saarbrücken","23","34","5","13","16","37","71"
"1993–94 Bundesliga","1","Bayern Munich","44","34","17","10","7","68","37"
"1993–94 Bundesliga","2","1. FC Kaiserslautern","43","34","18","7","9","64","36"
"1993–94 Bundesliga","3","Bayer Leverkusen","39","34","14","11","9","60","47"
"1993–94 Bundesliga","4","Borussia Dortmund","39","34","15","9","10","49","45"
"1993–94 Bundesliga","5","Eintracht Frankfurt","38","34","15","8","11","57","41"
"1993–94 Bundesliga","6","Karlsruher SC","38","34","14","10","10","46","43"
"1993–94 Bundesliga","7","VfB Stuttgart","37","34","13","11","10","51","43"
"1993–94 Bundesliga","8","Werder Bremen","36","34","13","10","11","51","44"
"1993–94 Bundesliga","9","MSV Duisburg","36","34","14","8","12","41","52"
"1993–94 Bundesliga","10","Borussia Mönchengladbach","35","34","14","7","13","65","59"
"1993–94 Bundesliga","11","1. FC Köln","34","34","14","6","14","49","51"
"1993–94 Bundesliga","12","Hamburger SV","34","34","13","8","13","48","52"
"1993–94 Bundesliga","13","Dynamo Dresden","30","34","10","14","10","33","44"
"1993–94 Bundesliga","14","Schalke 04","29","34","10","9","15","38","50"
"1993–94 Bundesliga","15","SC Freiburg","28","34","10","8","16","54","57"
"1993–94 Bundesliga","16","1. FC Nürnberg","28","34","10","8","16","41","55"
"1993–94 Bundesliga","17","SG Wattenscheid 09","23","34","6","11","17","48","70"
"1993–94 Bundesliga","18","VfB Leipzig","17","34","3","11","20","32","69"
"1994–95 Bundesliga","1","Borussia Dortmund","49","34","20","9","5","67","33"
"1994–95 Bundesliga","2","Werder Bremen","48","34","20","8","6","70","39"
"1994–95 Bundesliga","3","SC Freiburg","46","34","20","6","8","66","44"
"1994–95 Bundesliga","4","1. FC Kaiserslautern","46","34","17","12","5","58","41"
"1994–95 Bundesliga","5","Borussia Mönchengladbach","43","34","17","9","8","66","41"
"1994–95 Bundesliga","6","Bayern Munich","43","34","15","13","6","55","41"
"1994–95 Bundesliga","7","Bayer Leverkusen","36","34","13","10","11","62","51"
"1994–95 Bundesliga","8","Karlsruher SC","36","34","11","14","9","51","47"
"1994–95 Bundesliga","9","Eintracht Frankfurt","33","34","12","9","13","41","49"
"1994–95 Bundesliga","10","1. FC Köln","32","34","11","10","13","54","54"
"1994–95 Bundesliga","11","Schalke 04","31","34","10","11","13","48","54"
"1994–95 Bundesliga","12","VfB Stuttgart","30","34","10","10","14","52","66"
"1994–95 Bundesliga","13","Hamburger SV","29","34","10","9","15","43","50"
"1994–95 Bundesliga","14","1860 Munich","27","34","8","11","15","41","57"
"1994–95 Bundesliga","15","Bayer 05 Uerdingen","25","34","7","11","16","37","52"
"1994–95 Bundesliga","16","VfL Bochum","22","34","9","4","21","43","67"
"1994–95 Bundesliga","17","MSV Duisburg","20","34","6","8","20","31","64"
"1994–95 Bundesliga","18","Dynamo Dresden","16","34","4","8","22","33","68"
"1995–96 Bundesliga","1","Borussia Dortmund","68","34","19","11","4","76","38"
"1995–96 Bundesliga","2","Bayern Munich","62","34","19","5","10","66","46"
"1995–96 Bundesliga","3","Schalke 04","56","34","14","14","6","45","36"
"1995–96 Bundesliga","4","Borussia Mönchengladbach","53","34","15","8","11","52","51"
"1995–96 Bundesliga","5","Hamburger SV","50","34","12","14","8","52","47"
"1995–96 Bundesliga","6","Hansa Rostock","49","34","13","10","11","47","43"
"1995–96 Bundesliga","7","Karlsruher SC","48","34","12","12","10","53","47"
"1995–96 Bundesliga","8","1860 Munich","45","34","11","12","11","52","46"
"1995–96 Bundesliga","9","Werder Bremen","44","34","10","14","10","39","42"
"1995–96 Bundesliga","10","VfB Stuttgart","43","34","10","13","11","59","62"
"1995–96 Bundesliga","11","SC Freiburg","42","34","11","9","14","30","41"
"1995–96 Bundesliga","12","1. FC Köln","40","34","9","13","12","33","35"
"1995–96 Bundesliga","13","Fortuna Düsseldorf","40","34","8","16","10","40","47"
"1995–96 Bundesliga","14","Bayer Leverkusen","38","34","8","14","12","37","38"
"1995–96 Bundesliga","15","FC St. Pauli","38","34","9","11","14","43","51"
"1995–96 Bundesliga","16","1. FC Kaiserslautern","36","34","6","18","10","31","37"
"1995–96 Bundesliga","17","Eintracht Frankfurt","32","34","7","11","16","43","68"
"1995–96 Bundesliga","18","KFC Uerdingen","26","34","5","11","18","33","56"
"1996–97 Bundesliga","1","Bayern Munich","71","34","20","11","3","68","34"
"1996–97 Bundesliga","2","Bayer Leverkusen","69","34","21","6","7","69","41"
"1996–97 Bundesliga","3","Borussia Dortmund","63","34","19","6","9","63","41"
"1996–97 Bundesliga","4","VfB Stuttgart","61","34","18","7","9","78","40"
"1996–97 Bundesliga","5","VfL Bochum","53","34","14","11","9","54","51"
"1996–97 Bundesliga","6","Karlsruher SC","49","34","13","10","11","55","44"
"1996–97 Bundesliga","7","1860 Munich","49","34","13","10","11","56","56"
"1996–97 Bundesliga","8","Werder Bremen","48","34","14","6","14","53","52"
"1996–97 Bundesliga","9","MSV Duisburg","45","34","12","9","13","44","49"
"1996–97 Bundesliga","10","1. FC Köln","44","34","13","5","16","62","62"
"1996–97 Bundesliga","11","Borussia Mönchengladbach","43","34","12","7","15","46","48"
"1996–97 Bundesliga","12","Schalke 04","43","34","11","10","13","35","40"
"1996–97 Bundesliga","13","Hamburger SV","41","34","10","11","13","46","60"
"1996–97 Bundesliga","14","Arminia Bielefeld","40","34","11","7","16","46","54"
"1996–97 Bundesliga","15","Hansa Rostock","40","34","11","7","16","35","46"
"1996–97 Bundesliga","16","Fortuna Düsseldorf","33","34","9","6","19","26","57"
"1996–97 Bundesliga","17","SC Freiburg","29","34","8","5","21","43","67"
"1996–97 Bundesliga","18","FC St. Pauli","27","34","7","6","21","32","69"
"1997–98 Bundesliga","1","1. FC Kaiserslautern","68","34","19","11","4","63","39"
"1997–98 Bundesliga","2","Bayern Munich","66","34","19","9","6","69","37"
"1997–98 Bundesliga","3","Bayer Leverkusen","55","34","14","13","7","66","39"
"1997–98 Bundesliga","4","VfB Stuttgart","52","34","14","10","10","55","49"
"1997–98 Bundesliga","5","Schalke 04","52","34","13","13","8","38","32"
"1997–98 Bundesliga","6","Hansa Rostock","51","34","14","9","11","54","46"
"1997–98 Bundesliga","7","Werder Bremen","50","34","14","8","12","43","47"
"1997–98 Bundesliga","8","MSV Duisburg","44","34","11","11","12","43","44"
"1997–98 Bundesliga","9","Hamburger SV","44","34","11","11","12","38","46"
"1997–98 Bundesliga","10","Borussia Dortmund","43","34","11","10","13","57","55"
"1997–98 Bundesliga","11","Hertha BSC","43","34","12","7","15","41","53"
"1997–98 Bundesliga","12","VfL Bochum","41","34","11","8","15","41","49"
"1997–98 Bundesliga","13","1860 Munich","41","34","11","8","15","43","54"
"1997–98 Bundesliga","14","VfL Wolfsburg","39","34","11","6","17","38","54"
"1997–98 Bundesliga","15","Borussia Mönchengladbach","38","34","9","11","14","54","59"
"1997–98 Bundesliga","16","Karlsruher SC","38","34","9","11","14","48","60"
"1997–98 Bundesliga","17","1. FC Köln","36","34","10","6","18","49","64"
"1997–98 Bundesliga","18","Arminia Bielefeld","32","34","8","8","18","43","56"
"1998–99 Bundesliga","1","Bayern Munich","78","34","24","6","4","76","28"
"1998–99 Bundesliga","2","Bayer Leverkusen","63","34","17","12","5","61","30"
"1998–99 Bundesliga","3","Hertha BSC","62","34","18","8","8","59","32"
"1998–99 Bundesliga","4","Borussia Dortmund","57","34","16","9","9","48","34"
"1998–99 Bundesliga","5","1. FC Kaiserslautern","57","34","17","6","11","51","47"
"1998–99 Bundesliga","6","VfL Wolfsburg","55","34","15","10","9","54","49"
"1998–99 Bundesliga","7","Hamburger SV","50","34","13","11","10","47","46"
"1998–99 Bundesliga","8","MSV Duisburg","49","34","13","10","11","48","45"
"1998–99 Bundesliga","9","1860 Munich","41","34","11","8","15","49","56"
"1998–99 Bundesliga","10","Schalke 04","41","34","10","11","13","41","54"
"1998–99 Bundesliga","11","VfB Stuttgart","39","34","9","12","13","41","48"
"1998–99 Bundesliga","12","SC Freiburg","39","34","10","9","15","36","44"
"1998–99 Bundesliga","13","Werder Bremen","38","34","10","8","16","41","47"
"1998–99 Bundesliga","14","Hansa Rostock","38","34","9","11","14","49","58"
"1998–99 Bundesliga","15","Eintracht Frankfurt","37","34","9","10","15","44","54"
"1998–99 Bundesliga","16","1. FC Nürnberg","37","34","7","16","11","40","50"
"1998–99 Bundesliga","17","VfL Bochum","29","34","7","8","19","40","65"
"1998–99 Bundesliga","18","Borussia Mönchengladbach","21","34","4","9","21","41","79"
"1999–2000 Bundesliga","1","Bayern Munich","73","34","22","7","5","73","28"
"1999–2000 Bundesliga","2","Bayer Leverkusen","73","34","21","10","3","74","36"
"1999–2000 Bundesliga","3","Hamburger SV","59","34","16","11","7","63","39"
"1999–2000 Bundesliga","4","1860 Munich","53","34","14","11","9","55","48"
"1999–2000 Bundesliga","5","1. FC Kaiserslautern","50","34","15","5","14","54","59"
"1999–2000 Bundesliga","6","Hertha BSC","50","34","13","11","10","39","46"
"1999–2000 Bundesliga","7","VfL Wolfsburg","49","34","12","13","9","51","58"
"1999–2000 Bundesliga","8","VfB Stuttgart","48","34","14","6","14","44","47"
"1999–2000 Bundesliga","9","Werder Bremen","47","34","13","8","13","65","52"
"1999–2000 Bundesliga","10","SpVgg Unterhaching","44","34","12","8","14","40","42"
"1999–2000 Bundesliga","11","Borussia Dortmund","40","34","9","13","12","41","38"
"1999–2000 Bundesliga","12","SC Freiburg","40","34","10","10","14","45","50"
"1999–2000 Bundesliga","13","Schalke 04","39[b]","34","8","15","11","42","44"
"1999–2000 Bundesliga","14","Eintracht Frankfurt","39[b]","34","12","5","17","42","44"
"1999–2000 Bundesliga","15","Hansa Rostock","38","34","8","14","12","44","60"
"1999–2000 Bundesliga","16","SSV Ulm 1846","35","34","9","8","17","36","62"
"1999–2000 Bundesliga","17","Arminia Bielefeld","30","34","7","9","18","40","61"
"1999–2000 Bundesliga","18","MSV Duisburg","22","34","4","10","20","37","71"
"2000–01 Bundesliga","1","Bayern Munich","63","34","19","6","9","62","37"
"2000–01 Bundesliga","2","Schalke 04","62","34","18","8","8","65","35"
"2000–01 Bundesliga","3","Borussia Dortmund","58","34","16","10","8","62","42"
"2000–01 Bundesliga","4","Bayer Leverkusen","57","34","17","6","11","54","40"
"2000–01 Bundesliga","5","Hertha BSC","56","34","18","2","14","58","52"
"2000–01 Bundesliga","6","SC Freiburg","55","34","15","10","9","54","37"
"2000–01 Bundesliga","7","Werder Bremen","53","34","15","8","11","53","48"
"2000–01 Bundesliga","8","1. FC Kaiserslautern","50","34","15","5","14","49","54"
"2000–01 Bundesliga","9","VfL Wolfsburg","47","34","12","11","11","60","45"
"2000–01 Bundesliga","10","1. FC Köln","46","34","12","10","12","59","52"
"2000–01 Bundesliga","11","1860 Munich","44","34","12","8","14","43","55"
"2000–01 Bundesliga","12","Hansa Rostock","43","34","12","7","15","34","47"
"2000–01 Bundesliga","13","Hamburger SV","41","34","10","11","13","58","58"
"2000–01 Bundesliga","14","Energie Cottbus","39","34","12","3","19","38","52"
"2000–01 Bundesliga","15","VfB Stuttgart","38","34","9","11","14","42","49"
"2000–01 Bundesliga","16","SpVgg Unterhaching","35","34","8","11","15","35","59"
"2000–01 Bundesliga","17","Eintracht Frankfurt","35","34","10","5","19","41","68"
"2000–01 Bundesliga","18","VfL Bochum","27","34","7","6","21","30","67"
